name,price,currency,description,ingredients,instruction_for_use,storage_instructions,country
San Pellegrino Btl (1L),69000,VND,"From the thermal spring in the foothills of the Italian Alps.
Perfectly brilliant, it distinguishes itself by it's fine bubbles and subtle mineral aromas. It tingling freshness and moderate acidity leaves a pleasing sensation of fragrant freshness. S.Pellegrino is found on the best tables in over 120 countries around the world.",,,,Alps
San Pellegrino Btl (500ml),46000,VND,"From the thermal spring in the foothills of the Italian Alps.
Perfectly brilliant, it distinguishes itself by it's fine bubbles and subtle mineral aromas. It tingling freshness and moderate acidity leaves a pleasing sensation of fragrant freshness. S.Pellegrino is found on the best tables in over 120 countries around the world.",,,,Alps
San Pellegrino Btl (250ml),34000,VND,"From the thermal spring in the foothills of the Italian Alps.
Perfectly brilliant, it distinguishes itself by it's fine bubbles and subtle mineral aromas. It tingling freshness and moderate acidity leaves a pleasing sensation of fragrant freshness. S.Pellegrino is found on the best tables in over 120 countries around the world.",,,,Alps
Pokka Jasmine Green Tea (500ml),18000,VND,"100% made from selected natural brewed tea leaves, combined with jasmine flavor and sugar content under 7g/100ml, very suitable for daily use",,,,
Lavie (1.5L),10000,VND,"LaVie Natural Mineral Water 1.5L is a perfect size for you to sip all day during travelling, or outdoor activities. Besides, this product is also great to stock in the fridge for easily hydration at home. 
With no sugar & no calories, LaVie natural mineral water with 06 essential minerals is a smart alternatives to other sugary drinks, helping you maintain your healthy lifestyle.",,,,
Lavie (500ml),5000,VND,"LaVie Natural Mineral Water 500ml is perfect for on-the-go, easy-to-grip for class or work. LaVie keeps your body hydrate & replenish minerals during a long active day.
With no sugar & no calories, LaVie natural mineral water with 06 essential minerals is a smart alternatives to other sugary drinks, helping you maintain your healthy lifestyle",,,,
Lavie Mini (350ml),4000,VND,"LaVie Natural Mineral 350ml with small size is a perfect drink for office, meeting, event. It's also great for family & friends to hydrate during travelling, picnics.",,,,
Fanta Orange Can (320ml),9000,VND,Fanta Orange Can (320ml),,,,
San Miguel Light Beer Can (330ml),0,VND,"A light, low-calorie beer with a mellow taste and signature aroma. The low calorie content makes San Mig Light easy to drink, less bloated, and gentle on the stomach. It is the perfect choice for moments of comfortable beer drinking, enjoying fun with friends, 5 degree alcohol content.",,,,San Miguel
San Miguel Pale Pilsen Beer Can (330ml),0,VND,"San Miguel Pale Pilsen is a light yellow lager with a rich and mellow flavor. It contributes to a pleasant aroma, making San Miguel Pale Pilsen a premium beer.
For more than 100 years, San Miguel Pale Pilsen has inherited a unique legacy of being known as a beer that brings people together, a yeast of soulful friendship, with an alcohol content of 5 degrees",,,,San Miguel
Sprite Can (320ml),9000,VND,Sprite Can (320ml),,,,
Schweppes Tonic Can (320ml),9000,VND,Schweppes Tonic Can (320ml),,,,
Budweiser Budvar Beer (330ml),0,VND,"Budweiser Budvar uses pure mineral water taken from self-contained wells and especially the traditional fermentation time is exactly 90 days, never shortened, without adding chemicals to accelerate chemical reactions in the entire brewing process.",,,,
Budweiser Beer Bottle (330ml),22000,VND,Excellent quality consistent for 143 years and available in over 80 countries,,,,
Le Fruit Guava Nectar Juice (1L),62000,VND,Guava is a traditional remedy for a variety of diseases. No surprise when it frequently tops the list of best sellers because of the featured taste.,,,,
Le Fruit Guava Nectar (260ml),38000,VND,Guava is a traditional remedy for a variety of diseases. No surprise when it frequently tops the list of best sellers because of the featured taste.,,,,
Coca Cola Zero (330ml),41000,VND,Coke Light Taste the feeling of refreshment and enjoy the real Coca-Cola Taste with zero Calories.,,,,
Le Fruit Pineapple Juice (260ml),37000,VND,Pineapple juice is one of the most favorite products of LE FRUIT. No surprise when it frequently tops the list of best sellers because of the juicy taste.,,,,
Ocean Spray Cranberry & Raspberry Juice 1L,0,VND,"We expertly blend the luscious taste of raspberries and the crisp, clean taste of our cranberries in this wonderfully refreshing drink. It’s a popular alternative to our Cranberry Classic Juice Drink and enjoyed by the whole family.",,,,
Patritti Dark Grape Juice (750ml),142000,VND,Patritti source the grapes for their high quality juices from South Australia’s best wine regions. They contain no added sugar and no artificial colours or flavours.,,,,Australia
Patritti Golden Muscatel Grape Juice (750ml),142000,VND,Patritti source the grapes for their high quality juices from South Australia’s best wine regions. They contain no added sugar and no artificial colours or flavours,,,,Australia
Patritti Apple Juice (750ml),142000,VND,Patritti source the apples for their high quality juices from South Australia’s best fruit-growing regions. They contain no added sugar and no artificial colours or flavours,,,,Australia
Vichy St Yorre Mineral Sparkling Water (500ml),0,VND,Vichy St Yorre Mineral Sparkling Water is synonymous with good health,,,,
Sapporo Premium Beer (330ml),0,VND,The first smoothness lingers in every sip of beer to celebrate every sublimation moment in life.,,,,
Prunille No Added Sugar Plum Juice (1L),360000,VND,A juice with a deliciously fruity taste and nutritional benefits: the virtues of prunes associated with the expertise of Maître Prunille.,,,,
Pressade Nectar Orange Bio (6x200ml),0,VND,"Pressade, leader in organic fruit juice, will develop the turnover of the department thanks to the range of organic juices which has everything! The right recipe: good Valencia oranges, with no pesticide residue and no added sugars: 100% ingredients of natural origin. In original packaging that respects the environment: an 85% vegetable-derived Kraft brick.",,,,Valencia
Pressade Organic Apple Nectar Juice (6x200ml),184000,VND,Apple nectar made from concentrated juices. Fruit content 50% minimum.,,,,
Pressade Organic Multifruits Nectar Juice (6x200ml),0,VND,"Pressade Multifruits nectar made from concentrated juices, juices and fruit purees from organic farming",,,,
Black Sheep Ale 4.4% (500ml),0,VND,"Black Sheep Ale is a full-flavoured premium bitter with a rich, fruity aroma. Brewed using generous handfuls of choice Golding hops, it has a perfectly balanced bittersweet, malty taste with a long, dry and bitter finish.",,,,
Newcastle Brown Ale Bottle 4.7% 550ml,242000,VND,In 1890 five Tyneside breweries came together and after the First World War started trading under the blue five-point star.,,,,
Le Fruit Coco Water & Lime Juice (250ml),37000,VND,"Coconut Water With Lime LE FRUIT is not only a special drink of Le Fruit for people who play sports, but also a natural isotonic drink providing the electrolytes and minerals for your body.",,,,
Le Fruit Coco Water & Lime Juice (1L),63000,VND,"Coconut Water With Lime LE FRUIT is not only a special drink of Le Fruit for people who play sports, but also a natural isotonic drink providing the electrolytes and minerals for your body.",,,,
Acqua Panna Btl (250ml),34000,VND,"The source of Acqua Panna still mineral water is located at the famous Villa Panna in the hills of Tuscany. Acqua Panna has a soft, light and perfectly balanced taste which provides a long lasting sensation of smooth refreshment. Due to its unique ability to subtly cleanse the palate. esteemed sommeliers and restaurateurs affirm that Acqua Panna is the perfect mineral water to complement fine foods & wine",,,,
Acqua Panna Glass Bottle (750ml),66000,VND,"The source of Acqua Panna still mineral water is located at the famous Villa Panna in the hills of Tuscany. Acqua Panna has a soft, light and perfectly balanced taste which provides a long lasting sensation of smooth refreshment. Due to its unique ability to subtly cleanse the palate. esteemed sommeliers and restaurateurs affirm that Acqua Panna is the perfect mineral water to complement fine foods & wine",,,,
San Pellegrino Aranciata Dolce (200ml),0,VND,"The citrus fruits grow in the vast groves of southern Italy, in fertile soil enriched by Mt. Etna, enjoying the sunshine and gentle sea beeze.
They thrive on the beauty of this land and reflect all the goodness of nature enhanced by the typical Italian way of living, which is distinguished by authenticity, style, oy of life and conviviality.",,,,Italy
San Pellegrino Chinotto Btl (200ml),33000,VND,"The citrus fruits grow in the vast groves of southern Italy, in fertile soil enriched by Mt. Etna, enjoying the sunshine and gentle sea beeze.
They thrive on the beauty of this land and reflect all the goodness of nature enhanced by the typical Italian way of living, which is distinguished by authenticity, style, oy of life and conviviality.",,,,Italy
San Pellegrino Limonata Btl (200ml),33000,VND,"The citrus fruits grow in the vast groves of southern Italy, in fertile soil enriched by Mt. Etna, enjoying the sunshine and gentle sea beeze.
They thrive on the beauty of this land and reflect all the goodness of nature enhanced by the typical Italian way of living, which is distinguished by authenticity, style, oy of life and conviviality.",,,,Italy
San Pellegrino Pompelmo Btl (200ml),0,VND,"The citrus fruits grow in the vast groves of southern Italy, in fertile soil enriched by Mt. Etna, enjoying the sunshine and gentle sea beeze.
They thrive on the beauty of this land and reflect all the goodness of nature enhanced by the typical Italian way of living, which is distinguished by authenticity, style, oy of life and conviviality.",,,,Italy
San Pellegrino Aranciata Can 330ml,35000,VND,"The citrus fruits grow in the vast groves of southern Italy, in fertile soil enriched by Mt. Etna, enjoying the sunshine and gentle sea beeze.
They thrive on the beauty of this land and reflect all the goodness of nature enhanced by the typical Italian way of living, which is distinguished by authenticity, style, oy of life and conviviality.",,,,Italy
San Pellegrino Limonata Can 330ml,35000,VND,"The citrus fruits grow in the vast groves of southern Italy, in fertile soil enriched by Mt. Etna, enjoying the sunshine and gentle sea beeze.
They thrive on the beauty of this land and reflect all the goodness of nature enhanced by the typical Italian way of living, which is distinguished by authenticity, style, oy of life and conviviality.",,,,Italy
San Pellegrino Aranciata Rossa Can 330ml,0,VND,"The citrus fruits grow in the vast groves of southern Italy, in fertile soil enriched by Mt. Etna, enjoying the sunshine and gentle sea beeze.
They thrive on the beauty of this land and reflect all the goodness of nature enhanced by the typical Italian way of living, which is distinguished by authenticity, style, oy of life and conviviality.",,,,Italy
"Aquafina Pure Water Bottle ,355ml",5000,VND,"The pure water of the Aquafina spring water brand is sourced from underground water, ensuring it undergoes a process of disinfection and thorough filtration to remove impurities. Aquafina 355ml purified water has reached a level of purity that effectively quenches thirst, and when consumed, it provides a slightly sweet sensation in the mouth, making it very easy to drink. The product is processed through the Hydro-7 filtration process, which includes reverse osmosis technology and other filtration steps to completely remove minerals, bacteria, and impurities from the water. As a result, it creates a perfectly refreshing purified water with a distinctly fresh taste.",,,,Aquafina
"Twister Orange Can ,320ml",10000,VND,"Extracted from fresh, pure, and nutritious orange segments, Twister orange juice is made from carefully selected natural ingredients combined with modern production technology. It offers a delicious and healthy beverage. Guaranteed authentic and safe.",,,,
"7 Up Pet Bottle ,1.5L",20000,VND,"7 Up, a trusted soft drink, is favored by many.7 Up with a refreshing lemon flavor has a balanced sweetness and a cool, fizzy taste. It helps quench thirst quickly, reduces feelings of nausea, stimulates the taste buds for better enjoyment, and provides an energy boost for a cheerful spirit every day.",,,,
"Mirinda Orange Can ,320ml",9000,VND,"Mirinda, a popular soft drink brand, is beloved by many. Mirinda Orange Soda, available in 320ml cans, boasts the distinctive flavor of orange. It not only quenches your thirst but also provides an energy boost with added vitamin C for your daily activities. Rest assured, it’s both genuine and safe",,,,320ml
"Aquafina Pure Water Bottle ,1.5L",11000,VND,"Aquafina, a brand of purified drinking water, is sourced from underground water and undergoes a rigorous process of disinfection and thorough filtration. The resulting 1.5-liter bottle of Aquafina Purified Drinking Water meets the highest standards of purity. When you drink it, you’ll experience a refreshing, slightly sweet sensation in your mouth, making it easy to quench your thirst. Plus, the large bottle ensures long-lasting use",,,,Aquafina
"Aquafina Pure Water Bottle ,500ml",6000,VND,"Derived from underground sources, ensured through a process of disinfection and thorough filtration to remove impurities, Aquafina 500ml of pure water has a refreshing effect, and when consumed, it leaves a slightly sweet sensation in the mouth, making it easy to drink. Its compact size makes it convenient to carry",,,,Aquafina
Vichy Celestins Mineral Sparkling Water (1.25L),60000,VND,"It is rich in minerals (3,325mg/L) and contains a substantial quantity of bicarbonates (2,989mg/L). The minerals which are naturally present in Vichy Célestins mineral water interact with the components of the ingredients used in cooking, giving them unique properties.",,,,
Sprite (1.5L/1.85L),0,VND,Sprite (1.5L),,,,
Pocari Sweat Supply Drink Bottle(500ml),16000,VND,"POCARI SWEAT is a healthy drink that helps replenish the water and ions the body loses every day. With the right balance of water and ions, POCARI SWEAT quickly and accurately provides what the body needs. One of the key Pocari Sweat benefits is its ability to rehydrate effectively, quenching thirst and supporting the body's electrolyte balance. It’s an ideal choice for health, especially when rehydrating after physical activity or in hot weather.",,,,Pocari
"Oolong Tea + bottle ,450ml",10000,VND,"With a mild and refreshing sweetness, the distinctive aroma of oolong tea, combined with the active ingredient OTTP, helps limit fat absorption. Oolong Tea + soothes away worries, bringing a gentle sensation. Enjoy it daily to lighten your life. We guarantee quality and safety.",,,,
Red Bull Energy Drink (250ml),0,VND,"Red Bull Energy Drink is appreciated worldwide by top athletes, students, and in highly demanding professions.As we are a functional product that keeps consumers focused/alert and to boost and maintain energy levels. We understand that there are specific moments when our Red Bull can be consumed.",,,,
Thwaites Lancaster Beer Btl 4.4% (500ml),0,VND,"For those occasions when you do not have the opportunity to visit your local pub, we have perfected our range of Premium Bottled Ales for you to savour and enjoy a glass of your favourite Thwaites beer in the comfort of your home.",,,,
Greene King IPA India Pale Ale 3.6% Can (500ml),0,VND,Drawing on a heritage of brewing excellence – Greene King IPA India Pale Ale is a warming full bodied ale with a a deliciously easy-drinking and moreish pint.,,,,India
Shepherd Neame Beer 4.5% Btl (500ml),0,VND,"Since 1698, (that's over 310years!) Shepherd Neame have been crafting fine ales of Britain.",,,,Britain
Wychwood Hobgoblin Beer 5.2% Btl (500ml),228000,VND,"Traditionally brewed to produce a wonderfully well balanced blend of smooth, rich & satisfying flavours from chocolate & crystal malts combined with a crisp, refreshing bitterness from Styrian, Goldings and Fuggles hops.",,,,& crystal
Marston's Old Empire Beer 5.7% Btl (500ml),0,VND,"A memorable and deceptively easy-drinking IPA. This is an authentic recreation of the beer style created for, and enjoyed throughout, the Empire. Goldings, Fuggles and American Cascade hops combine to give a crisp, citrus hop aroma, with a balanced, bittersweet finish.",,,,Cascade
Sapporo Premium Lager Can (650ml),0,VND,"SAPPORO holds a passion to bring innovation to our product and experience offering. SAPPORO PREMIUM BEER 650ml can stands out to be our icon for this passion. Inspired by the shape of the traditional beer tumbler, now has its reputation set all around the world. This special creation is now available in Vietnam to bring a perfect experience to our Vietnamese customers.",,,,Vietnam
Alba Sparkling Mineral Water (450ml),24000,VND,"Alba's unique product portfolio includes natural non-carbonated and carbonated mineral water known for its health and beauty benefits. Thanks to the balanced and stable mineral content, Alba natural mineral water is bottled at source, not only safe for health but also has a fresh mineral taste.",,,,Alba
Alba Natural Mineral Water (450ml),22000,VND,"Alba's unique product portfolio includes natural non-carbonated and carbonated mineral water known for its health and beauty benefits. Thanks to the balanced and stable mineral content, Alba natural mineral water is bottled at source, not only safe for health but also has a fresh mineral taste.",,,,Alba
"Pepsi Cola Sleek Can ,320ml",10000,VND,"The product from the globally renowned soft drink brand Pepsi features a delightful aroma and a blend of natural flavors, combined with a synthetic sweetener. It helps quench thirst and alleviate fatigue. The 320ml Pepsi Cola canned beverage provides an energy boost for daily work. Rest assured, it’s an authentic, high-quality, and safe soft drink",,,,
"7 Up Sleek Can ,320ml",10000,VND,"From the reputable and popular soft drink brand, the 320ml 7 Up lemon-flavored soda is authentic. 7Up has a moderately sweet taste and a refreshing fizzy flavor, helping quench thirst quickly, reducing feelings of nausea, stimulating the taste buds for better enjoyment, and providing energy.",,,,
Adnams Ghost Ship Beer 4.5% Btl (500ml),0,VND,"Ghost Ship is a ghostly pale ale which takes its inspiration from Adnams 600-year-old haunted pub, The Bell. Brewed with a selection of malts - Pale Ale, Rye Crystal and Cara. We use Citra, and a blend of other American hop varieties to create some great citrus flavours. Bronze Medal Winner at The International Brewing Awards, 2013.",,,,
Badger Fursty Ferret Moreish & Malty Beer Bottle 4.4% (500ml,242000,VND,"Ferret comes from the Latin word for 'little thief'. When they're about you can be sure trouble's brewing. We still remember the night one such furry ne'er-do-well tiptoed into the thatched Gribble Inn and stole himself a taste of our tantalising tawny tipple, loved for its full bodied biscuity taste. Now then, what's Latin for 'little thief with great taste in beer?'",,,,
Black Sheep Riggwelter Ale 5.7% Btl (500ml),0,VND,"Riggwelter Ale takes its name from a local Yorkshire Dales farming term which has Norse roots; “rygg” meaning back, and “velte” meaning to overturn. A sheep is said to be rigged or ‘riggwelted’ when it has rolled onto its back and is unable to get back up without assistance.",,,,
BrewDog Dead Pony Ale Beer 3.8% Btl (330ml),0,VND,"Dead Pony Club is a low amplitude, high voltage hop hit. Alive with flavour it’s hopped to the Pacific shores and back. Dive in to aromas of citrus, lemon-grass and lime zest. The toasted malt base ebbs to a huge hop hit, washing tropical fruit, floral garlands and spicy undertones all over your palate.",,,,Pacific
BrewDog Punk IPA Beer Bottle 5.6% (330ml),228000,VND,"Punk IPA is the beer that kick-started it. This light, golden classic has been subverted with new world hops to create an explosion of flavour. Bursts of caramel and tropical fruit with an all-out riot of grapefruit, pineapple and lychee, precede a spiky bitter finish.",,,,
Carlsberg Premium Pilsner 4.8% Btl (660ml),0,VND,"Carlsberg Export is a premium-strength lager, with a refined and satisfying taste. It has deep malty notes and a distinct bitterness that generate a full-flavoured lager that is stronger in taste and mouth-feel than our standard Pilsner.",,,,Carlsberg
Shepherd Neame Beer 6.1% Btl (500ml),0,VND,"Shepherd Name & Co India Pale Ale delivers potent bitterness, offset with generous amounts of malt. The aromas of sweet toffee candy malt and floral hops are very noticeable on the nose followed by a medium to light body with a crisp tasting finish. Shepherd Name & Co India Pale Ale will be a perfect match to hot, spicy dishes.",,,,India
"Le Fruit Carrot, Orange & Pine Juice (250ml)",37000,VND,"Pineapple Carrot Orange juice is the combination of many layers of taste. Beside the unique flavor, this juice also brings many beneficial nutrients to consumers.",,,,
Le Fruit Mango Nectar (250ml),37000,VND,An exotic and natural nectar of sunny and succulent mangoes. We’ve selected the sweetest and juiciest mangoes which are endemic in Vietnam.,,,,Vietnam
"Le Fruit Carrot, Orange & Pine Juice (1L)",65000,VND,"Pineapple Carrot Orange juice is the combination of many layers of taste. Beside the unique flavor, this juice also brings many beneficial nutrients to consumers.",,,,
Le Fruit Mango Nectar (1L),62000,VND,An exotic and natural nectar of sunny and succulent mangoes. We’ve selected the sweetest and juiciest mangoes which are endemic in Vietnam.,,,,Vietnam
Beck's Beer 5% Can (500ml),0,VND,"Delicate from spring barley, special yeast, local purified water and hops. Excellent quality regardless of time thanks to being brewed in accordance with the Reinheitsgebot Purification Act, which prohibits all forms of impurities entering beer",,,,
Budweiser Aluminum Beer 5% Bottle (355ml),44000,VND,Excellent quality consistent for 143 years and available in over 80 countries,,,,
"Sting Strawberry Sleek Can ,320ml",11000,VND,"Sting Energy Drink has a delightful and refreshing flavor with a hint of pleasant strawberry. It helps replenish fluids, provides an energy boost, and supplies vitamins C and E. Sting quenches thirst and alleviates fatigue, all while maintaining a gentle and pleasant strawberry taste. The product is guaranteed to be genuine, high-quality, and safe",,,,
Sting Energy Drink Sleek Can (320ml),11000,VND,"Sting, an energy drink, combines natural ingredients with the delightful flavor of ginseng. This unique blend offers a refreshing and pleasant taste. The product helps replenish fluids, provides an energy boost, and supplies vitamins C and E. It effectively quenches thirst and alleviates fatigue, leaving you feeling invigorated.",,,,
Coca Cola Sleek Can (320ml),10000,VND,Coca Cola Sleek Can (320ml),,,,
Coca Light Sleek Can (320ml),11000,VND,Coca Light Sleek Can (320ml),,,,
Coca Zero Sleek Can (320ml),0,VND,Coca Zero Sleek Can (320ml),,,,
Itoen Oi Ocha Green Tea (500ml),25000,VND,"Unsweeted Green Tea Itoen Oi Ocha with a refreshing taste from selected Green Tea leaves. Sugar-free products help you not absorb extra calories and good for health. Specailly, Green Tea is one of the anti-aging easy panacea, give a natural skin smoothers, natural healers of the skin.",,,,
Sunquick Mixed Berries Juice (700ml),135000,VND,"Ingredients completely from real fruit, not only provide natural flavor, but also vitamin C is good for health.
High concentration, just use a small portion for each brew, while saving while ensuring the taste.
Produced on modern production lines according to advanced technology in Malaysia, under the strict supervision and inspection of experts.
Variety of different fruit flavors to meet taste and preparation needs.
The product is bottled in glass bottles for optimal preservation, maintaining quality, flavor and color.",,,,Malaysia
Sunquick Pink Guava & Strawberry Juice (700ml),130000,VND,"Ingredients completely from real fruit, not only provide natural flavor, but also vitamin C is good for health.
High concentration, just use a small portion for each brew, while saving while ensuring the taste.
Produced on modern production lines according to advanced technology in Malaysia, under the strict supervision and inspection of experts.
Variety of different fruit flavors to meet taste and preparation needs.
The product is bottled in glass bottles for optimal preservation, maintaining quality, flavor and color.",,,,Malaysia
San Pellegrino Pompelmo Can 330ml,38000,VND,"The citrus fruits grow in the vast groves of southern Italy, in fertile soil enriched by Mt. Etna, enjoying the sunshine and gentle sea beeze.
They thrive on the beauty of this land and reflect all the goodness of nature enhanced by the typical Italian way of living, which is distinguished by authenticity, style, oy of life and conviviality.",,,,Italy
Fuji Natural Mineral Water (500ml),65000,VND,"It is a water, collected from Mt. FUJI(elevation: 840m) which is popular among wide range of people. Contains a lot of vanadium and has a mild taste. It is nice to drink as a hot water too.",,,,Lot
Fuji Natural Mineral Water (780ml),100000,VND,"It is a water, collected from Mt. FUJI(elevation: 840m) which is popular among wide range of people. Contains a lot of vanadium and has a mild taste. It is nice to drink as a hot water too.",,,,Lot
Loginet Japan Daisetsuzan Mineral Water (550ml),34000,VND,"""Yuki no Mizu"" is a gift from Daisetsuzan, Hokkaido. Infinitely pure natural water that sleeps at the foot of Mt. Daisetsu, Hokkaido. Bottling the deliciousness obtained from nature as it is.",,,,Japan
Loginet Japan Daisetsuzan Mineral Water (2L),101000,VND,"""Yuki no Mizu"" is a gift from Daisetsuzan, Hokkaido. Infinitely pure natural water that sleeps at the foot of Mt. Daisetsu, Hokkaido. Bottling the deliciousness obtained from nature as it is.",,,,Japan
Kimura Fujisan Soda pop (240ml),68000,VND,Premium soda cider (non-alcoholic carbonated drink).Made with the award-winning (Monde Selection® Gold Medal (2012–2014)) natural mountain water from Mount Fuji.3% real Yuzu fruit juice from Japan,,,,Japan
Kimura Lemon Soft Drink (200ml),60000,VND,"Get that sweet orange soda flavour in you this summer! This orange flavoured soft drink comes in a traditional Ramune or ‘lamune’ glass bottle; a quintessential component of the Japanese summer experience. Pop the marble, release the fizz and drink away!",,,,
Kimura Apple Soft Drink (240ml),68000,VND,Premium soda cider (non-alcoholic carbonated drink).50% real apple juice made with delicious Shinshu apples.Rich and refreshing taste,,,,Shinshu
Kimura Peach Soft Drink (240ml),68000,VND,Premium soda cider (non-alcoholic carbonated drink).10% real peach juice made with ripe peaches from Yamanashi and Nagano prefecture.,,,,Yamanashi
UCC Black Coffee Non Sugar Can 185g,27000,VND,UCC Black Non Sugar is a canned instant full black coffee made with 100% coffee and without sugar nor added fragrance.,,,,
UCC Hawaii Kona Coffee Milk Blend Can (337ml),0,VND,"Taste the tropical, refreshing flavors in this ready-to-drink Kona Blend Coffee with Milk. Creamy, sweet, and bold, this canned coffee is delicious hot or cold. Each can is made with coffee brewed from UCC's own coffee farm. Already sweetened with sugar and balanced with milk, you won't need to add anything to this delicious morning beverage. It's perfect for on-the-go caffeine any time of day.",,,,Hawaii
UCC Oolong Tea Can (330ml),36000,VND,UCC is one of the top coffee and tea beverage companies in Japan.,,,,Japan
Asahara Syuzo Musashino Beer (330ml),186000,VND,"Multiple kinds of malts are used to create its fresh scent, the bright golden amber, and very lightly hopped flavor.",,,,Asahara
Ise Kadoya Kumanokodo Beer  (330ml),278000,VND,"Ever since we started brewing, we have always aimed to brew a “pure” and “clean” American Pale Ale. At Ise Kadoya, we capitalize on the characteristics of the Cascade hops by balancing the sweetness, body and bitterness of the aroma.",,,,Cascade
Schweppes Soda Sleek Can (320ml),7000,VND,Schweppes Soda Sleek Can (320ml),,,,
"VFresh Necta Peach Juice, 1L",0,VND,"100% natural sweetness from fresh fruit (from about 1.0Kg of fresh Peach), no added sugar - Non-GMO fruit juice ingredients",,,,
"VFresh Necta Grapes Juice, 1L",0,VND,"100% natural sweetness from fresh fruit (from about 2.0Kg of fresh Grapes), no added sugar - Non-GMO fruit juice ingredients",,,,
"VFresh Apple Juice, 1L",0,VND,"100% natural sweetness from fresh fruit (from about 2.0Kg of fresh Apple), no added sugar - Non-GMO fruit juice ingredients",,,,
Bundaberg Lemonade (375ml),59000,VND,Imported products,,,,
Bundaberg Pink Grapefruit (375ml),59000,VND,Imported products,,,,
Bundaberg Blood Orange (375ml),59000,VND,Imported products,,,,
Bundaberg Passionfruit (375ml),0,VND,Imported products,,,,
Bundaberg Peach (375ml),59000,VND,Imported products,,,,
Bundaberg Pineapple & Coconut (375ml),59000,VND,Imported products,,,,
Teabreak Milk Tea (350ml),10000,VND,Kirin Tea Break milk tea is the unique combination of natural green tea and mild milk flavor brings you a delicious nutritious drink,,,,
I-On Life Water (450ml),0,VND,"i-on Life is extracted from Long An natural groundwater and electrolyzed by Japan advanced technology, pH 8.5-9.5 (non-chemical). This ion alkaline water helps neutralize excess stomach acid and support digestion. i-on Liffe is proud of Vietnam Value.",,,,Japan
Dasani Water Boltle (510ml),5000,VND,Dasani Water Boltle (500ml),,,,
Dasani Water Boltle (1.5L),10000,VND,Dasani Water Boltle (1.5L),,,,
Nutriboost Milk Drink Orange Flavor 297ml,0,VND,Nutriboost Milk Drink Orange 297ml,,,,
Nutriboost Milk Drink Strawberry 297ml,0,VND,Nutriboost Milk Drink Strawberry 297ml,,,,
Sapporo Blue Cap Premium Can (330ml),0,VND,"BLUE CAP IS A NEW PRODUCT OF SAPPORO VIETNAM LIMITED Inspired by the unique blue cap in its packaging design, the product has its name ‘Blue Cap’ and blue as its theme color to brings out a strong feel of refreshingness.
Blue Cap is produced in Vietnam under strict Japanese standards, with the commitment to bring about the best values to Vietnamese consumers, following the brand’s core value: ‘Beer of Japanese quality at reasonable price’.",,,,Vietnam
San Miguel Pale Pilsen Beer Can (500ml),0,VND,"San Miguel Pale Pilsen is a light yellow lager with a rich and mellow flavor. It contributes to a pleasant aroma, making San Miguel Pale Pilsen a premium beer.
For more than 100 years, San Miguel Pale Pilsen has inherited a unique legacy of being known as a beer that brings people together, a yeast of soulful friendship, with an alcohol content of 5 degrees",,,,San Miguel
San Miguel Red Horse Beer Can (500ml),0,VND,"A strong beer with a high alcohol content. A bold, distinct lager that balances sweetness with mild bitterness. For the strong man from the inside to the outside. , alcohol concentration 8 degrees",,,,San Miguel
Cawston Press Cloudy Apple (1L),249000,VND,"We know our apples, and we only pick the best-tasting varieties. We use Cox's Orange Pippin for its depth of flavour, Bramley for its bite and other varieties such as Braeburn, Jonagold, Gala and Golden Delicious for their delicate flavour and sweetness. 10 whole apples are pressed in to every carton.",,,,"Braeburn, Jonagold, Gala"
Ben Shaws Cloudy Lemonade Can (330ml),40000,VND,"For a genuinely retro beverage, look no further than Ben Shaws Cloudy Lemonade. With its classic combination of sweet and sour, this thirst-quenching drink is guaranteed to satisfy your taste buds whilst also evoking some fond childhood memories.",,,,
Ben Shaws Cloudy Cream Soda Can 330ml,40000,VND,"Ben Shaws Cream Soda - For a genuinely retro beverage, look no further than Ben Shaws Cream Soda. Carbonated cream soda flavour soft drink with sugar and sweetener",,,,
Ben Shaws Dandelion&Burdock Can (330ml),40000,VND,Ben Shaw's Dandelion & Burdock - The flavour is just as you remember - with just a hint of licorice at the first sip and a lingering after taste of marzipan. People have been drinking root beer since medieval times and dandelion and burdock are apparently a perfect combination for general health.,,,,
Robinsons Fruit Orange No Sugar (275ml),0,VND,"Our hand-picked oranges are grown in warm, sunny climates. Ripened and harvested when they're lovely and juicy, before being pressed and squeezed. That's why every bottle of Fruit Shoot Orange is so deliciously fruity.",,,,
Robinsons Fruit Shoot Summer Fruits (275ml),0,VND,"Made with real fruit. With added multivitamins. No added sugar contains naturally occurring sugars. When kids are busy doing the things they love, we're right there with them. Keeping them refreshed with our great tasting kids juice drinks. It's just what we do. Our apples are grown in the best climates while our strawberries and raspberries are hand-picked straight from the field, harvested and pressed when they're lovely and juicy.",,,,
Robinsons Barley Water Orange (850ml),0,VND,A deliciously smooth squash drink made with a special blend of barley and real fruit juices with absolutely no added sugar. A tasty and easy way to enjoy drinking more water and perfect for the whole family.,,,,
Robinsons Apple & Blackcurrant No Sugar (1L),159000,VND,Our apples are grown in the best climates for their tangy appley taste. While our plump blackcurrants are picked straight from the field. All pressed and juiced. That's why every bottle of Fruit Shoot Apple & Blackcurrant is so deliciously fruity.,,,,
