name,price,currency,description,ingredients,instruction_for_use,storage_instructions,country,quantity_value,quantity_unit
Gustave Lorentz Pinot Noir Reserve (750ml),0,VND,"TASTING NOTES
The Pinot Noir Reserve has a light red color, with a nose of lingering red fruit aromas (cherry, blackcurrant, red currant, etc.). The fruit carries through to the palate, making this wine a very approachable un-oaked, fresh Pinot Noir that is refined, enjoyable and extremely food-friendly.

DESCRIPTION
The grapes come from various hillside vineyards around the village of Bergheim, with a predominance of heavy clay/limestone soil. They are hand-picked, usually around mid- October, with the whole grapes pressed. After 10 days of maceration to extract the color from the skin, the juice finishes fermentation in a tank without skin contact. Malolactic fermentation follows.

INFORMATION DETAILS
Grape Variety: 100% Pinot Noir
Sugar: 5 g/l
Alcohol: 12.6%",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Bergheim,750,ml
Joseph Drouhin Chassagne Montrachet Morgeot Premier Cru (750,0,VND,"TASTING NOTES 
This is a wonderful occasion to savour a great wine.Admirable light golden colour. Intense and elegant aromas come to the fore : hawthorn, apricot notes, evolving towards hints of blond tobacco. As the wine ages, there are nuances of dried fruit and rare spices. A silky texture and a subtle touch of tannin give a true personality to the wine. Remarkable aftertaste. A great white Burgundy! 
AGEING
Type: in barrels (20% in new oak).
Length: 12 months.
Origin of the wood: French oak forests.
DESCRIPTION 
Intense and elegant aromas come to the fore : hawthorn, apricot notes, evolving towards hints of blond tobacco.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,,
Woolshed Cabernet Sauvignon (750ml),315000,VND,"The Cabernet Sauvignon grapes were collected at the estate vineyards, where they were constantly controlled in order to follow the high standards of the winemakers so the wine will be delivered at the right condition and high quality.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Woolshed Merlot (750ml),0,VND,"The Merlot grapes are coming from the Woolshed estate vineyards, where they are properly controlled throughout the year in vegetative cicle and taken care of in order to guarantee the correct environment for a good quality wine production.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Gerard Bertrand Gris Blanc (750ml),569000,VND,"The wine expresses the soil and the climate features so special for this part of the Mediterranean: the vineyards are mainly located in the Tautavel region, in the heart of the South of France, ideally situated in Roussillon between the Pyrenees and the Mediterranean sea. The harvest is carried out by hand and then grapes are pressed directly. All of the wine-making processes are performed under carbon dioxide protection in order to keep the delicate and subtle aromas, with the fermentation staged at low temperature (15 to 18°C). The wine is aged on its fine lees for several weeks before being bottled.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",France,750,ml
Kendall Jackson Vintner's Reserve Sauvignon Blanc (750ml),0,VND,"TASTING NOTES
Luscious honeysuckle, ripe pear and fresh lemongrass intertwine in this medium-bodied Sauvignon Blanc. Hints of fresh tropical grapefruit complement the subtle mineral quality while added layers of fig and honeysuckle round out this crisp, aromatic wine.

DESCRIPTION
For over three decades, Kendall-Jackson has remained relentlessly committed to producing only the finest quality wines from grapes grown in California’s cool, coastal vineyards. We carefully match climates and soil types for each grape varietal, and then guide each vineyard lot throughout the entire winemaking process. Our proprietary approach to winemaking has earned us our world-renowned reputation for red wines that consistently exhibit intense layers of flavor with complexity and balance.
Aging: 18% barrel fermented in mostly American oak
Growing Regions: 94% Lake County, 4% Mendocino County, 2% Sonoma County
INFORMATION DETAILS
T.A.: 0.68g/100mL 
pH: 3.18 ALCOHOL: 13.5%
Grape: : Sauvignon Blanc is the dominant in the blend, small portion of Sémillon",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",California,750,ml
Kendal Jackson Vintners Chardonnay (750ml),0,VND,"TASTING NOTES
Beautifully integrated tropical flavors such as pineapple, mango and papaya, with citrus notes that explode in your mouth. These flavors delicately intertwine with aromas of vanilla and honey to create depth and balance throughout. A hint of toasted oak and butter rounds out the long, lingering finish

DESCRIPTION
For over three decades, Kendall-Jackson has remained relentlessly committed to producing only the finest quality wines from grapes grown in California’s cool, coastal vineyards. We carefully match climates and soil types for each grape varietal, and then guide each vineyard lot throughout the entire winemaking process. Our proprietary approach to winemaking has earned us our world-renowned reputation for wines that consistently exhibit our signature rich layers of flavor, combined with delicate balance. 
Aging: Aged 7 months in French (4% new) and American oak (6% new) Barrel fermented and sur lie: 93%

INFORMATION DETAILS
T.A: 0.68g/100ml
PH: 3.42
ALC %: 13.5%
Grape: 100% Chardonnay",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",California,750,ml
Kendall Jackson Vintners Merlot (750ml),0,VND,"TASTING NOTES
Intricate layers of black cherry, plum, currant, and wild berry mingle with a hint of spice. The soft, delicate, elegant tannins of this Bordeaux varietal carry these aromas and flavors to a long, silky and lingering finish

DESCRIPTION
For over three decades, Kendall-Jackson has remained relentlessly committed to producing only the finest quality wines from grapes grown in California’s cool, coastal vineyards. We carefully match climates and soil types for each grape varietal, and then guide each vineyard lot throughout the entire winemaking process. Our proprietary approach to winemaking has earned us our world-renowned reputation for red wines that consistently exhibit intense layers of flavor with complexity and balance.
Aging: Aged 17 months in 71% French oak (17% new) and 29% American oak (2% new)

INFORMATION DETAILS
ALC %: 14.5%
Grape: 97% Merlot 1% Cabernet Sauvignon 1% Petit Verdot 0.5% Cabernet Franc 0.5% Malbec",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",California,750,ml
Freemark Abbey Rutherford Merlot,0,VND,"TASTING NOTES
Dark ruby in color, the wine expresses ripe black cherry, dark currant, and blackberry fruit components. With great depth of aroma and flavor, there are nuances of sweet oak spice, arugula, anise seed, sweet vanilla and dark chocolate. The oak spice is very well integrated—not dominant, but it provides a substantial backbone to the complexity of the wine balancing the abundance of fruit depth. The flavor is big, voluptuous, soft and velvety, with rich, great depth of black cherry fruit. The tannins are well-integrated, providing a very long fruitful finish.

DESCRIPTION
Aging: 59 gallon barrel aging for 16 months. 
Barrels: French oak with 32% new oak. 

INFORMATION DETAILS
ABV: 14.6%
pH: 3.5
Grape: 100% Merlot",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,,
Freemark Abbey Napa Valley Cabernet Sauvignon,0,VND,"TASTING NOTES
Opaque, dark ruby color introduces this wine that expresses dark fruit aroma and flavors. With spicy sweet oak complexity, the wine exudes dark fruit such as blackberry, black currant, blueberry and dark cherry. There are nuances of dark chocolate, chocolate berry truffle dusted with cocoa powder, cola, aromatic cedar, cinnamon, clove, graham crackers and a hint of tobacco. The body is very full with a soft entry, coupled with dark cherry/berry flavors that develop from start to finish. With great texture and mouth feel, this Cabernet is full-bodied, rich and opulent.

DESCRIPTION
Barrels: 26.8 months in 60-gallon oak barrels, approximately 35% new French oak
Primary varietal: Cabernet Sauvignon. Other: Merlot, Malbec, Petit Verdot, Cabernet Franc

INFORMATION DETAILS
ABV: 14.2%
pH: 3.62",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,,
Yalumba Christobels Moscato (750ml),0,VND,"TASTING NOTES
The wine is pale gold with green tints, exhibiting fresh and fragrant aromas, perfumed florals of daphne and white rose wines abound with an enticing hint of musk. The palate is delicate and light with flavours of mango sorbet and fresh lychees. The residual fruit sweetness is nicely balanced by fresh citrus acidity and a subtle spritz on the finish.

DESCRIPTION 
The fruit was picked in the coolest part of the evening and the juice handled reductively in order to preserve fruit freshness and aromatics. Cool fermentation with aromatic yeast strains retains the lovely varietal flavours of the Muscat grape. The ferment is stopped early to maintain the perfect balance between natural acid and grape sugar in the final blend.

INFORMATION DETAILS 
Grape Variety: Moscato
Total Acidity : 7.8
Residual Sugar (G/L) : 43
Label Alcohol : 8.5%
pH : 3.06
Food pairing: a platter of fresh seafood, mixed sashimi or chickpea and zucchini kofta with mint and soy yoghurt dip.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Muscat,750,ml
Gerard Bertrand Gris Blanc (1.5L),1164000,VND,"TASTING NOTES
An original rosé with a very pale pink colour plus grey and whitish tints. The bouquet reveals delightful red berry scents. 
A slight sparkle on the palate gives the wine all its freshness and brings out its fruit to the full. 
The elegant finish is pleasantly fresh and mineral. 
Grenache is the king of grape varieties when it comes to making light, racy, fruity rosés in contemporary style. 
Grenache reveals all its suppleness and cherry aromas. Its fig and sometimes cocoa flavours, plus its rounded sensations on the palate, make it one of the great varieties of the South of France.

DESCRIPTION
The grapes are picked by hand and pressed directly. 
All the handling operations are carried out in a carbon dioxide atmosphere to protect the delicate aromas of the Grenache grapes until the start of fermentation which is carried out at low temperatures (from 15 to 18°C). 
The wine is matured on the fine lees for several weeks before bottling.

INFORMATION DETAILS
Grape Variety: Grenache Gris 100%
ABV: 12.5%
Vintage: 2018",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",France,1.5,L
Chateau Bouteilley Cotes de Bordeaux (750ml),585000,VND,The classic Bordeaux wine technologies and authentic for the region terroir allows this wine to easily develop all the main characteristics so typical for the famous area. Grapes are collected at the premises of the Chateau and processed under the proper supervision of the winemakers in order to carry out stable and constant quality.,fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Wirra Wirra Catapult Shiraz 14% (750ml),0,VND,"TASTING NOTES
Colour: Youthful, medium-deep ruby with pale edges.
Bouquet: An enticing mix of bright raspberries and blueberries along with darker notes of blackberries, plums and licorice. Scented with violets and cedar.
Palate: Rich with red and dark fruits, the palate is plush with a rich core. This depth of fruit is supported by soft, grainy tannins, sweet oak tones and waves of spice.
DESCRIPTION 
Drink: Enjoy on release or cellar for up to eight years.
Food Match: Lamb & Pistachio Meatballs with Panzanella Salad.
Oak Maturation: Combination of French (70%) and American oak (30%) barriques & hogsheads of which 10% is new oak.

INFORMATION DETAILS 
Region: McLaren Vale 
Grape Variety: Shiraz
Technical Details: pH 3.48 T.A. 6g/L ALC 14.5%",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Wirra Wirra Church Block 14.5% (750ml),0,VND,"TASTING NOTES
Colour: A deep and brilliant ruby red.
Bouquet: The nose offers red and black currants, plums, as well as leaf and briary notes. Gentle oak influence includes cedar, toast and cocoa.
Palate: There is a depth of plush fruit richness expressed as cassis, red berries, and plums, balanced by savoury, cedary and dark chocolate characters. Fine tannins provide a framework that brings a fresh, chewy satisfaction. 

DESCRIPTION 
Oak Maturation: Combination of French (70%) and American oak (30%) barriques and hogsheads of which 10% is new.

INFORMATION DETAILS 
Region: McLaren Vale 
Grape Variety: Cabernet Sauvignon - Shiraz - Merlot
Drink: From release and up to 15 years from vintage.
Food Match: Chargrilled wagu beef fillet with beetroot, leek, green beens and kipfler potatoes.
Technical Details: pH 3.55 T.A. 6.3g/L ALC 14.5%",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Jim Barry The Barry Bros Shiraz Cabernet Sauvignon 13.9% (750ml),846000,VND,"TASTING NOTES
Decorates the glass with a bright magenta colour. Juicy and vibrant on the nose, this wine displays red and dark fruit flavours – raspberry, blackberry, and cherry, with lifts of violet florals and sweet spice. The palate is lively and bright with a burst of red fruits. A medium bodied composition with soft, fine grained tannins give length and depth, finishing with a touch of spice and savoury oak.


INFORMATION DETAILS
Variety: Shiraz - Cabernet Sauvignon
Region: Clare Valley, South Australia
Estate grown: 100%
Analysis: Alc/vol 14.2%; Total Acid 6.6g/L; pH 3.5
Oak: French & American
Ideal serving temperature: 16-18 ̊C",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Australia,750,ml
Wirra Wirra Adelaide Shiraz (750ml),0,VND,"TASTING NOTES
Colour Deep plum with brilliant crimson hue. 
Bouquet Lifted fruits of plum, mulberry, and blackberry. The rich fruits are mixed with fresh oregano herb and violet lift. 
Palate The palate is bright and juicy with plum and red berry fruits. The ripe fruits are balanced by fine silky tannins providing a wine with lovely balance and weight.

DESCRIPTION 
Individual vineyard parcels were carefully selected, crushed and destemmed to red fermenters and pumped over daily dependent upon levels of colour, flavour and tannin extraction. Once the desired levels were achieved the ferment was gently pressed and fermentation finished in tank prior to a maturation period in seasoned French and American oak.

INFORMATION DETAILS 
ABV: 14.5%
Region: Adelaide
Food Match: This shiraz is made with cuisine in mind. Medium to full bodied, this wine will suit an array of dishes from around the globe. From mushroom risotto to marinated Mediterranean style lamb with cous cous.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Mediterranean,750,ml
Wirra Wirra Adelaide Chardonnay 12.5% (750ml),0,VND,"TASTING NOTES
Colour Pale straw with green hues. 
Bouquet Fresh peach, pear and citrus blossom. Youthful and varietal chardonnay. 
Palate Nectarines, white peaches and citrus fruits fill the palate. A creaminess and subtle oak influence adds to mid-palate texture and weight, building to a finish that is fresh, bright and appealing.

DESCRIPTION 
Once optimal ripeness was achieved, fruit was machine picked at night then crushed and destemmed to the air bag press. Pressings were separated from the freerun and all juices cold settled for 4 - 7 days after which the clear juice was racked off settling solids and fermentation initiated. Most of the vinification was completed in stainless steel tank where relatively cold and consistent fermentation took place over 15 days. A small portion was fermented in a mixture of new and seasoned French oak. Once the ferment was completely dry and settled, the wine was blended, stabilised and lightly fined prior to filtration and bottling.

INFORMATION DETAILS 
Vintage 2017 
ABV: 12.5%
Region Adelaide
Food Match This chardonnay is a wine that can be enjoyed with or without the accompaniment of food. We suggest a dish like roast chicken with lemon and pepper, chat potatoes and seasonal vegetables.
Winemaker Paul Smith, Tom Ravech & Kelly Wellington",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Paul,750,ml
Bodegas Castano Chardonnay (750ml),349000,VND,"A smooth Spanish Chardonnay with notes of ripe tropical fruits, citrus, and subtle vanilla hints from oak aging. Abv: 13%",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Bodegas Castano Monastrell Rose (750ml),0,VND,"The limestone soils have a direct impact on this wine’s style, when 30 year old monastrell vines creates distinctive and clean aromas of raspberry and strawberry predominating in this wine, and making it delightful and elegant for the taste. The grapes go through direct pressing after night harvest, which is performed in order to keep correct temperature control, and only a small percentage is being macerated with skins for 4-5 hours. Fermentation takes place for 13-14 days.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Bodegas Castano Hecula (750ml),0,VND,"TASTING NOTES
Deep shiny cherry-red colour. Elegant ripe red fruit aromas and spiced notes on the nose (black pepper). Its soft elegant notes of oak do not cover the intense ripe red fruit aromatic components. It is well-balanced, silky but structured, with elegant soft tannins and a good acidity. Long aftertaste.

DESCRIPTION
Ageing: 6 months in oak barrels (80% French, 20% American oak / 50% new)
Suitable for vegan: Yes
Serve at 16-17 oC
Pair with lamb, meat stews, grilled meats in general, spiced food (Mexican). Cured cheeses, assorted tapas.

INFORMATION DETAILS
Alcohol Degree: 14% VOL.
Grape: 100% Monastrell
pH: 3.65
Residual Sugar: 3.1gr/l",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Domaine du Puy Chinon (750ml),530000,VND,"TASTING NOTES
Colour : Lovely red colour with purplish-blue hints. 
Nose : Expressive nose with red fruit aromas. 
Palate : Round and supple on the palate. 
Recommendations : Will go perfectly well with lamb shanks, veal loin with boletus mushroom or with a goat's cheese.

DESCRIPTION
Origin : On the right bank of the Vienne, upstream part of Chinon.  
Soil : Clay-siliceous terroir.
Serving condition in C° : 16-18°C

INFORMATION DETAILS
Alcohol content : 12.5%
Grenache: 100% Cabernet Franc",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Vienne,750,ml
Ain Lorma Vin du Maroc Rose (750ml),348000,VND,"TASTING NOTES
Colour : Salmon pink. Nose : Floral and citrus. Palate : Fresh and balanced

DESCRIPTION
Origin : On the foothills of Atlas near Meknes 
Vinification : Manual harvesting, immediate pressing, controlled fermentation in steel vats 
Soil : Clay-sand

INFORMATION DETAILS
ABV: 12.5%
Vintage: 2017
Grape: Cinsault - Grenache",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Meknes,750,ml
Chateau Loumelat Red – NEW (750ml),0,VND,"TASTING NOTES 
Intense aroma of red berries with hints of spices and undergrowth. The palate is soft and well balanced with elegant and rounded tannins, fruity and long lasting. 

DESCRIPTION 
Intense aroma of red berries with hints of spices and undergrowth.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Sanama Carmenere (750ml),289000,VND,"Sanama wines are produced from their grapes, coming from Santa Amalia, which is situated on marvelous alluvial soils, that shape the wine’s style and makes it highly enjoyable and pleasant. The wine is Aged in French and American oak barrels for 4 months.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",750ml,750,ml
Ain Lorma Vin du Maroc Red (750ml),348000,VND,"TASTING NOTES
Colour : Ruby red. Nose : Ripe fruit and spices. Palate : Structure and warmth

DESCRIPTION
Origin : On the foothills of Atlas near Meknes 
Vinification : Manual harvesting, traditional maceration, controlled fermentation in steel vats 
Soil : Clay-sand

INFORMATION DETAILS
ABV: 13.5%
Vintage: 2017
Grape: Merlot - Cabernet - Syrah",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Meknes,750,ml
Chateau La Faviere (750ml),803000,VND,"TASTING NOTES
To The Eye – Overture A generous and deep-red color. 
On The Nose – Allegro A nose of great precision where elegant ripe berry aromas blend perfectly with the autumnal smell of undergrowth. 
In The Mouth – Largo A delicate harmony in mouth and a pleasant strength coming from the dense and smooth tannins. 
Finish A substantial lasting with endless echos.

DESCRIPTION
The vineyard: Average vine age is 25 years old with some of the oldest at 50 years old
Aging: 6 months in french oak vats.
Recommended food pairing: Traditional hamburgers with their authentic French fries, braised lamb with mushrooms, rib of beef with béarnaise sauce, ceps mushrooms from Bordeaux, stuffed eggplant
Cellaring: Up to 10 years

INFORMATION DETAILS
Blend: Merlot: 60%. Cabernet Franc: 30%. Cabernet Sauvignon: 10%.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Finca la Escondida Malbec (750ml),263000,VND,The simple and outstanding example of Argentinian Malbec is shaped perfectly by the professional hands of the estate’s winemakers.,fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Finca la Escondida Chardonnay(750ml),0,VND,"TASTING NOTES
A light yellow colored wine with some golden flashes. Fruity on the nose, where tropical fruits like pineapple can be discovered

DESCRIPTION 
Manual harvesting. Destemming. Cold skin maceration at a 10° C during 5 hours. Pneumatic pressing. Cooling of the must at 10° C. Cold clarification of the must during 36 hours. Addition of selected yeasts. Controlled fermentation at 15° C during 21 days. Stabilization. Filtration. Bottling. 

INFORMATION DETAILS
Variety: 100% Chardonnay
ABV: 13.5%
Drinking Temperature: Best served between 10 °C. - 12°C.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Finca la Escondida Reserve Malbec (750ml),410000,VND,"The wine expresses its marvelous taste and aromas due to professional handling and proper vinification methods: it has spent 9 months in the oak barrels for ageing, which allows the vanilla, light leather and ripe fruits to open in the glass.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Finca la Escondida GR Malbec (750ml),499000,VND,"TASTING NOTES
Purple colored wine with a nose that offers up mineral aromas as well as fruity aromas like plums and black cherry notes ,with subtle reminiscence of black pepper. The palate is soft and round, with ripe and saturated berry flavors. With a spicy and full finish, this wine permits appreciating its chewy and ample tannins.

INFORMATION DETAILS
Variety: 100% Malbec
Alc: 14% Alc. / Vol. Sugar: 4.3g/l Total Acidity: 5.6g/l pH: 3.6
Food pairing: Serve with beef broth and ripe cheeses.
Drinking temparature: Best served between 15oC-17°C.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Finca la Escondida GR Cabernet (750ml),499000,VND,"TASTING NOTES
Dark red in color. On the nose, displays fruity aromas of plums, cherries and licorice. The palate is fresh and clean with depth and ripe, slightly oaked flavors of cassis, blackberry and chocolate.

DESCRIPTION
Hand harvesting.
Bunch selection.
Destemming.
Berry selection.
Fermentation and maceration for over 25 days.
Pneumatic pressing.
Natural malolactic fermentation.
Aged for nine months in French and American oak
barrels.
Blending.
Filtering.
Bottling

INFORMATION DETAILS
Variety: 100% Cabernet Sauvignon
Alc: 14% Alc. / Vol. Sugar: 3.96g/l.| Total Acidity: 5,5g/l.| pH: 3.70
Food pairing: Serve with roast beef, spicy roast chicken, duck and cheddar and blue cheeses.
Drinking temperature: Best served between 15oC-17°C.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Filtering,750,ml
M.Chapoutier Barbe Rac Rouge Org 2008 14% (750ml),0,VND,"TASTING NOTES
Appearance: intense garnet.
Nose: herbacy, spices (liquorice), chocolate, fruits (strawberry).
Palate: ample, fleshy, hot and round. Outstanding density with an impressive length. According to the vintage, the wine can be kept from 30 to 60 years, indeed from 50 to 75 years.

DESCRIPTION
The grapes are carefully selected during the harvest. This sorting is compulsory and allows the selection of the best bunches of grapes.
Grenache, being sensitive to oxidation, vinifications are made in concrete tanks. Fermenting lasts about 3 weeks (which allows a polymerization of tannins)with a temperature which varies between 30 and 33°C. Only the free-run wine is used in this single vineyard.
In vats for around 16 months.

INFORMATION DETAILS
ABV: 14%
Grape: Grenache",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Rouge,750,ml
