name,price,currency,description,ingredients,instruction_for_use,storage_instructions,country,quantity_value,quantity_unit
Culemborg Merlot (750ml),0,VND,"This wine was named after Jan van Riebeck, who was born in the Dutch city of Culemborg. And in June 1651 was appointed the first governor of the Cape, where he established a station on the southern tip of Africa, providing passing ships with fresh food and water, and became the first to plant vines in South Africa in 1655. Under strict supervision of the estate winemakers, this merlot is processed and vinified in the premises or the estate, guarantiing a perfect quality and value match.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",South Africa,750,ml
Yalumba The Y Series Merlot 13.5% (750ml),487000,VND,"TASTING NOTES
The Y Series Merlot is vibrant crimson in colour with a magenta hue. It has aromas of fleshy black fruits; the nose is brooding with hints of briar. There is a strong sense of place with the wine showing aromatics from the cooler Limestone Coast. The palate is generous, round and succulent. The mid-palate shows a lovely synergy between the fruit and tannins with hints of exotic spices and finishes fresh and lively.
Perfect with a traditional Cassoulet; or a Kabuli chickpea, spinach and red onion pasta.

DESCRIPTION 
The wine was fermented in both static and rotary fermenters by wild yeast with cool to warm ferment temperatures, enabling us to maintain the fruit friendly, supple wine that we are seeking.

INFORMATION DETAILS 
Region: South Australia
Total Acidity: 5.9 (G/L)
Label Alcohol : 14.1
PH (UNITS) : 3.54
Winemaker: Natalie Cleghorn",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Australia,750,ml
Mouton Cadet Red (750ml),698000,VND,"This delightful Bordeaux blend proves the importance of family traditions and care for the product. Moreover, being an official Cannes festival Supplier for more than 25 years, this wine perfectly well expresses the features so respected by all: the fine Bordeaux soils and high professionalism.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
"Mouton cadet red 3.0 37.5cl, 375ml",0,VND,"TASTING NOTES 
Nose: The subtle nose opens on ripe red fruit aromas, especially cherry and wild strawberry while black fruit notes such as blackberry and bilberry emerge with airing.
Palate: The fresh, chiselled attack reveals a mix of well-defined red and black fruit flavours, leading into a fullbodied, fruit-forward mid-palate complemented by a fresh and refined finish.
DESCRIPTION 
Merlot : 88% 
Cabernet Sauvignon : 8%
Cabernet Franc : 4% 
 
INFORMATION DETAILS 
Alcohol%: 13.5%",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,375,ml
Lobetia Chardonnay 13% (750ml),0,VND,"TASTING NOTES
Clean, bright coloured at sight, with a greenish yellow tone. Exotic fruits like pineapple scents. Full flavoured, fresh, with good acidity on the palate. We recommend service at 8º C. A perfect match: every kind of fish.

DESCRIPTION
Lobetia Chardonnay is produced in our Estate from organically grown grapes.

INFORMATION DETAILS
Alcohol by volume: 13%
Residual sugars: 1 gr/L 
Total acidity: 5 gr/L
Volatile acidity: 0,38 gr/L 
pH: 3,4 
Total SO2: 80 mg/L",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Romance Spumante (750ml),0,VND,"This refreshing and appealing sparkling was produced by Charmat method, which defines its stable and constant perlage and makes it an excellent choice for aperitive or any cheese and finger food pairing.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Le Petit Cochonnet Rose (750ml),295000,VND,"The wine has a pink clear color, highlights of fruit and freshness, can be paired with aperitif and salads.",Fermented grape juice,Serve chilled (8°C - 10°C).,"Store in a cool, dry place, avoid direct sunlight and sudden temperature change.",,750,ml
Lobetia Tempranillo - Petit Verdot 13.5% (750ml),0,VND,"TASTING NOTES
Cherry colour and a violet rim at first sight. The bouquet combines spices and coffee aromas. On the palate it is complex and harmonious, with velvet tannins and long finish.

DESCRIPTION
Lobetia Tempranillo Petit Verdot Roble is produced on our estate from organically grown grapes. It has been aged for 6 months in American barrels and gently filtered to keep all natural aromas and characteristics.

INFORMATION DETAILS
Alcohol: 13,5% 
Residual sugars: 1 gr/L 
Total acidity: 5,1 gr/L
Volatile acidity: 0,40 gr/L 
pH: 3,6 
Total SO2: 60 mg/L",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Chateau M Grand Vin Gold Label (750ml),630000,VND,"TASTING NOTES 
Color: Dark red with violet reflex
Nose: Spicy, cedar, fresh tobacco
Taste: Voluminous body with subtle tannins
 
DESCRIPTION
Grapes: Cabernet Sauvignon Merlot Syrah 
Vines 10 to 15 years old vines 
Harvest Hand picked 
Aging: 6 months in French oak barrels
Serving Temperature: 17 to 18°C
Cheese, red meat, pastas

INFORMATION DETAILS
Region: Central Valley
Alcohol: 14 % vol",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Central,750,ml
Signore Giuseppe Bardolino(750ml),348000,VND,"TASTING NOTES
Colour: Light ruby colour. 
Nose : Notes of black pepper and marasca cherry. 
Palate : Fresh taste, with plum notes.

DESCRIPTION
Origin : Verona (Bardolino) 
Vinification : Traditional red wine vinification at controlled temperatures between 23° and 26° C. 
Soil : Pebbles clay

INFORMATION DETAILS
Alcohol: 12%
Grape: 60% Corvina veronese, 30% Rondinella, 10% Molinara",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Verona,750,ml
Chateau M Reserva Cab Sauvignon Merlot (750ml),0,VND,"The wine is made in classic Bordeaux style and carries out the traditions of Dominique Massenez family, who stands behind the success of Los Boldos winery. The accurate winemaking techniques in blending Cabernet Sauvignon and Merlot allows the wine to take the best of the two worlds: old French traditions and wonderful Chilean soils and expertise.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Chateau M Gran Reserva Sauvignon Blanc(750ml),431000,VND,"The wine is made in classic Bordeaux style and carries out the traditions of Dominique Massenez family, who stands behind the success of Los Boldos winery. Use of the classic white grape varieties typical for Bordeaux whites, allows the wine to take the best of the two worlds: old French traditions and wonderful Chilean soils and expertise.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Deakin Artisan Cabernet Merlot (750ml),329000,VND,"The vineyards are located in the Big Rivers region, which has a major affection on the terroir and climate of the area, resulting in the wine’s smooth and silky taste, and pleasant rich aromas.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",Rivers,750,ml
